Protein	Host.TaxonID..Viral.ClusterID..Interaction.ID
Q83LF6	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LF7	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LJ2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LN3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LN4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LX5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LY1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83LY3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83M12	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83M42	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83ME5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83MF6	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83MH2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83MH5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83MJ8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83MN1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83P35	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83P38	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PC2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PE8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PF4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PG1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PG4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PJ7	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PP2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PR3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PV3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PY5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PY6	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83PY9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83Q07	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83Q14	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QA2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QD0	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QD5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QD9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QE0	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QK4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QL1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QN4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QN9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QQ5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QQ8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QR1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QR3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QS6	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QT8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QV0	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83QZ5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83R04	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83R64	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83R90	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RC0	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RE8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RG1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RJ4	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RN5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RP1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RP2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RR8	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RU3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RX5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83RX6	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83S00	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83S18	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83S42	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83S54	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SD5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SE1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SE5	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SE6	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SG2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SM9	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SN2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SN7	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SP1	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q83SQ0	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q84EC7	
Q84F84	1421,,21078,,26569;;1421,,20725,,25666;;1421,,5450,,3820
Q8CJR0	100226,,26411,,3393;;100226,,26409,,3231
Q8CJR6	100226,,26411,,3393;;100226,,26409,,3231
Q8CJR8	100226,,26411,,3393;;100226,,26409,,3231
Q8CK13	100226,,26411,,3393;;100226,,26409,,3231
Q8CWP9	
Q8CXS7	
Q8CY87	
Q8DR55	
Q8E1E6	208435,,12752,,11307;;208435,,4954,,3487
Q8E3U4	
Q8E6N7	
Q8EIX3	211586,,12442,,10902;;211586,,10014,,8116;;211586,,5003,,3520
Q8EXC5	
Q8EXH1	
Q8EYN0	
Q8F1E5	
Q8F1E7	
Q8F1I5	
Q8F1N3	
Q8F1N6	
Q8F1Q9	
Q8F1R0	
Q8F3D4	
Q8F3G9	
Q8F425	
Q8F491	
Q8F563	
Q8F663	
Q8F689	
Q8F6H8	
Q8F6H9	
Q8F6K1	
Q8F6U4	
Q8F6Y5	
Q8F701	
Q8F7T3	
Q8F7V3	
Q8F850	
Q8F8A5	
Q8F8D0	
Q8F9U8	
Q8GP19	615,,26347,,202;;615,,18296,,20499;;615,,16688,,17354;;615,,15532,,15285;;615,,11969,,10300;;615,,11341,,9572;;615,,10261,,8439;;615,,8575,,6547;;615,,8243,,6184;;615,,8211,,6180
Q8GP20	615,,26347,,202;;615,,18296,,20499;;615,,16688,,17354;;615,,15532,,15285;;615,,11969,,10300;;615,,11341,,9572;;615,,10261,,8439;;615,,8575,,6547;;615,,8243,,6184;;615,,8211,,6180
Q8KX25	
Q8NQJ3	
Q8NU97	
Q8NU98	
Q8PEJ1	190486,,15868,,15892
Q8PEL1	190486,,15868,,15892
Q8PEM1	190486,,15868,,15892
Q8PER7	190486,,15868,,15892
Q8PES0	190486,,15868,,15892
Q8PEV9	190486,,15868,,15892
Q8PEW2	190486,,15868,,15892
Q8PEX7	190486,,15868,,15892
Q8PF94	190486,,15868,,15892
Q8PFF4	190486,,15868,,15892
Q8PFG9	190486,,15868,,15892
Q8PFX5	190486,,15868,,15892
Q8PG87	190486,,15868,,15892
Q8PGB3	190486,,15868,,15892
Q8PGG6	190486,,15868,,15892
Q8PGJ4	190486,,15868,,15892
Q8PGK4	190486,,15868,,15892
Q8PGN7	190486,,15868,,15892
Q8PGS0	190486,,15868,,15892
Q8PH13	190486,,15868,,15892
Q8PH73	190486,,15868,,15892
Q8PH84	190486,,15868,,15892
Q8PHY0	190486,,15868,,15892
Q8PHZ9	190486,,15868,,15892
Q8PI16	190486,,15868,,15892
Q8PI44	190486,,15868,,15892
Q8PIB8	190486,,15868,,15892
Q8PIH1	190486,,15868,,15892
Q8PII6	190486,,15868,,15892
Q8PIN6	190486,,15868,,15892
Q8PIR2	190486,,15868,,15892
Q8PIR5	190486,,15868,,15892
Q8PIV6	190486,,15868,,15892
Q8PJ00	190486,,15868,,15892
Q8PJ02	190486,,15868,,15892
Q8PJ03	190486,,15868,,15892
Q8PJ43	190486,,15868,,15892
Q8PJH6	190486,,15868,,15892
Q8PJT7	190486,,15868,,15892
Q8PJW6	190486,,15868,,15892
Q8PKC0	190486,,15868,,15892
Q8PKC8	190486,,15868,,15892
Q8PKH6	190486,,15868,,15892
Q8PKI7	190486,,15868,,15892
Q8PKL5	190486,,15868,,15892
Q8PKQ1	190486,,15868,,15892
Q8PKW6	190486,,15868,,15892
Q8PKZ3	190486,,15868,,15892
Q8PL31	190486,,15868,,15892
Q8PL68	190486,,15868,,15892
Q8PLM3	190486,,15868,,15892
Q8PLW4	190486,,15868,,15892
Q8PLW8	190486,,15868,,15892
Q8PM69	190486,,15868,,15892
Q8PMD8	190486,,15868,,15892
Q8PMI4	190486,,15868,,15892
Q8PMM9	190486,,15868,,15892
Q8PMV4	190486,,15868,,15892
Q8PNB1	190486,,15868,,15892
Q8PNI0	190486,,15868,,15892
Q8PNI3	190486,,15868,,15892
Q8PNK9	190486,,15868,,15892
Q8PNP1	190486,,15868,,15892
Q8PNS2	190486,,15868,,15892
Q8PNS3	190486,,15868,,15892
Q8PNS9	190486,,15868,,15892
Q8PNT1	190486,,15868,,15892
Q8PNT4	190486,,15868,,15892
Q8PNY2	190486,,15868,,15892
Q8PP38	190486,,15868,,15892
Q8PP39	190486,,15868,,15892
Q8PP73	190486,,15868,,15892
Q8PP84	190486,,15868,,15892
Q8PPR3	190486,,15868,,15892
Q8PPT4	190486,,15868,,15892
Q8PPZ1	190486,,15868,,15892
Q8PQ14	190486,,15868,,15892
Q8PQ24	190486,,15868,,15892
Q8PQ68	190486,,15868,,15892
Q8PQ72	190486,,15868,,15892
Q8PQN1	190486,,15868,,15892
Q8PQN2	190486,,15868,,15892
Q8PQQ4	190486,,15868,,15892
Q8PR77	190486,,15868,,15892
Q8PRE0	190486,,15868,,15892
Q8PS33	
Q8PT38	
Q8PTF7	
Q8PTP5	
Q8PTU7	
Q8PU20	
Q8PUB6	
Q8PUQ8	
Q8PUQ9	
Q8PUV5	
Q8PV69	
Q8PVK0	
Q8PX75	
Q8PXA9	
Q8PXT3	
Q8PXU9	
Q8PXV7	
Q8PZB5	
Q8Q0G7	
Q8Q0G9	
Q8Q0P3	
Q8R6T1	
Q8R783	
Q8R7V8	
Q8R8L6	
Q8R8Q1	
Q8R910	
Q8R964	
Q8R967	
Q8R9D4	
Q8R9G5	
Q8R9S4	
Q8RAC9	
Q8RAH3	
Q8RAR7	
Q8RB35	
Q8RB43	
Q8RBD0	
Q8RBD2	
Q8RBE3	
Q8RBV3	
Q8RCJ1	
Q8RCZ5	
Q8RD14	
Q8RDJ3	
Q8RDL1	
Q8TSY2	
Q8TZX0	
Q8VKS0	83331,,17872,,19582
Q8VKS5	83331,,17872,,19582
Q8VQA0	1311,,17621,,19020;;1311,,11871,,10178;;1311,,10448,,8685;;1311,,10112,,8238;;1311,,10065,,8178;;1311,,9673,,7725;;1311,,9592,,7641;;1311,,8955,,6920;;1311,,8262,,6215;;1311,,8159,,6121
Q8VSB2	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q8VSC3	623,,26356,,209;;623,,26355,,3311;;623,,24967,,9552;;623,,24966,,8365;;623,,19924,,24129;;623,,17365,,18488;;623,,17313,,18373;;623,,12774,,11334;;623,,9878,,7968;;623,,6254,,4518
Q8X3W8	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X405	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X492	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X4E2	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X4K9	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X4P8	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X4T7	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X4V5	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X505	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X5C4	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X5E9	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X5H9	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X5N5	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X5V1	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
Q8X5V5	83334,,26602,,203;;83334,,25964,,536;;83334,,25963,,379;;83334,,25960,,273;;83334,,25935,,11435;;83334,,25932,,5788;;83334,,25609,,198;;83334,,24984,,8328;;83334,,24976,,2518;;83334,,24975,,737
