Protein	Description,,Higher order taxa
Q4J8N7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8P3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8P9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Q0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Q4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Q5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Q6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Q7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Q8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8R0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8R1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8R2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8R4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8R6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8S4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8S5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8S9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8T0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8T4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8T7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8T9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8U1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8V5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8W2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8W3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8X0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8X5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8X8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8X9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Y0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Y6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Y8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Z1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J8Z7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J904	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J905	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J906	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J907	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J909	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J910	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J915	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J922	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J926	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J928	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J929	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J934	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J936	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J937	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J939	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J940	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J941	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J946	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J947	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J951	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J952	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J955	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J957	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J960	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J961	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J964	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J968	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J970	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J971	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J975	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J977	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J978	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J979	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J983	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J984	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J986	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J989	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J992	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J995	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9A0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9A5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9A7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9A8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9B0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9B2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9B3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9C0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9C2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9C4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9C5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9C6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9C9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9D8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9D9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9E1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9E2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9E4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9E5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9E7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9F2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9F6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9F8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9G3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9G9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9H0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9H1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9H3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9H5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9I5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9I6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9J0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9J2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9J7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9L1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9L2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9L4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9M8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9N0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9N1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9N6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9N7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9P4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9P5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9P6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9P9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Q0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Q2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Q4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Q5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Q6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9R2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9R5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9R7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9R9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9S1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9S5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9S6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9S7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9S8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9S9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9T0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9T4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9T7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9T9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9U0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9U3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9U4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9U5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9V5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9V9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9W0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9W2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9W3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9W6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9X4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Y1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Y7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Y8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Y9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Z4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Z5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4J9Z9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA00	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA01	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA04	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA08	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA09	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA11	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA16	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA18	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA21	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA34	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA37	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA41	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA43	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA45	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA51	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA53	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA54	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA55	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA56	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA57	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA59	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA60	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA61	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA65	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA67	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA69	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA71	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA72	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA73	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA78	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA83	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA86	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA87	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA88	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA89	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA91	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA92	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA93	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA96	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JA97	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAA1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAA2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAA7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAA8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAB9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAC5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAC9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAD3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAD5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAE0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAE2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAE3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAE8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAE9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAF1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAF3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAF6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAF9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAG4	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAG5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAG6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAG7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAH1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAH9	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAI1	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAI6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAI7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAI8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAJ0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAJ2	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAJ3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAJ6	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAJ8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAK0	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAK3	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAK5	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAK7	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
Q4JAK8	Sulfolobus,,Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae
